PRESENTS WITH CONFIDENCE,0,DESIGN FAIR,NOTES:
DESCRIBES PROJECT CLEARLY,0,,100% = excellent
DESCRIBES PROJECT DEVELOPMENT & STEPS,0,,75% = very Good
SHOWS DOCUMENTATION OF PROCESS,0,,50% = lacking detail
DOCUMENTATION IS CLEAN AND LEGIBLE,0, ,
DEMONSTRATES CREATIVITY & EXPERIMENTATION,0,, 
ATTENTION TO DETAIL AND AESTHETICS,0,, 
DESCRIBES PROCESS & UNDERSTANDS TECHNOLOGY USED,0,,
DESCRIBES - PROJECT OUTCOMES & NEXT STEPS,0,,
USES THE RIGHT TERMINOLOGY,0,,
SHOWS INTEREST IN DISCUSSION,0,,
PRESENTS RESEARCH,0,,
CREDITS SOURCES OF HELP OR INFORMATION,0,,
,0%,,
