EXTRA EFFORT - DESIGNS ELEMENTS OF A POSSIBLE  FINAL PROJECT,550,WEEK 4 - 3D DESIGN (level 1),FEEDBACK
DIMENSIONS PARTS TO FIT PROPERLY,50,,Seen work done but nothing on website. 
ALIGNS or MIRRORS DIFFERENT OBJECTS,0,,3D printer documentation should be in week 5.
"COMBINES, CUTS, & JOINS DIFFERENT SHAPES",0,, 
EXPERIMENTS  WITH TOOLS NOT MENTIONED,0,,
DOCUMENTS & DESCRIBES HOW THE SOFTWARE WORKS,0,,
EXTRUDES A SHAPE FROM A SKETCH,0,,
"EXPLAINS HOW THE X, Y, Z, PLANES WORK",0,,
REFLECTS ON THE POTENTIAL OF 3D DESIGN,0,,
INCLDUES A LINK TO ORIGINAL DESIGN FILES,0,,
MENTIONS SOURCES USED TO HELP LEARN TOOLS,0,,
,55%,,
