TRY MORE THAN ONE SOFTWARE,0,WEEK 2 - VECTOR DRAWING,   ,
DOCUMENT YOUR DESIGN PROCESS ,0, , , 
DESCRIBE  STEPS IN USING SOFTWARE,0, , ,
USE THE RIGHT TERMINOLOGY,0, ,  ,
MADE A VECTOR LOGO ,0, , ,
TRIED TRACING AN IMAGE,0,,,
INCLUDE A LINK TO YOUR DESIGN FILES,0, , ,
EXTRA EFFORT - VECTOR DRAWING OF POSSIBLE FINAL PROJECT ,0, , ,
,0%,,,
